id,link,title,availability,description,image link,price,sale price,brand,mpn,identifier exists,condition,item group id,product details,unit price measure,unit price base measure,additional image links,shipping weight
b4da1a9a-6185-37fc-9f5d-8df3fb58deb8,https://www.natole.store/product-page/%D0%BA%D1%83%D1%80%D0%BA%D0%B0-%D0%BF%D0%B0%D0%BF%D1%80%D0%B8%D0%BA%D0%B0?utm_source=google%26utm_medium%3Dwix_google_channel%26utm_campaign%3Dfreelistings&utm_source=google&utm_medium=wix_google_feed&utm_campaign=freelistings,Джерки Курячі паприка 0.5,instock,"<p>Курячі чипси з додаванням Паприки та суміші перців – це смачна натуральна закуска до пива, виготовлена з куриного філе з додаванням натуральних спецій.</p>",https://static.wixstatic.com/media/145cef_c171cf64ef4c44c8bee109d981431257~mv2.jpg/v1/fit/w_1080%2Ch_1080%2Cq_90/file.jpg,368,368,Natole store,b4da1a9a-6185-37fc-9f5d-8df3fb58deb8,true,new,,,500.00 g,1.00 kg,,0.5 kg
abe04a20-500b-eb9f-b36b-4992bfd6a3a5,https://www.natole.store/product-page/%D0%BA%D1%83%D1%80%D0%BA%D0%B0-%D1%87%D0%B0%D1%81%D0%BD%D0%B8%D0%BA?utm_source=google%26utm_medium%3Dwix_google_channel%26utm_campaign%3Dfreelistings&utm_source=google&utm_medium=wix_google_feed&utm_campaign=freelistings,Курка часник 0.5,instock,"<p>Курячі чипси з додаванням натурального Часнику– це смачна натуральна закуска до пива, виготовлена з куриного філе з додаванням натуральних спецій.</p>",https://static.wixstatic.com/media/145cef_07b85884928d45cb8b279df0dc1624ef~mv2.jpg/v1/fit/w_1080%2Ch_1080%2Cq_90/file.jpg,368,368,Natole store,abe04a20-500b-eb9f-b36b-4992bfd6a3a5,true,new,,,500.00 g,1.00 kg,,
2f2c996d-2ba4-984a-2b86-0cd43ae1699c,https://www.natole.store/product-page/%D0%BF%D0%B0%D0%BB%D0%B8%D1%87%D0%BA%D0%B8-%D0%BA%D1%83%D1%80%D0%BA%D0%B8?utm_source=google%26utm_medium%3Dwix_google_channel%26utm_campaign%3Dfreelistings&utm_source=google&utm_medium=wix_google_feed&utm_campaign=freelistings,Палички курки,instock,"<p>Добірне курячі філе, нарізане однаковою товщиною, замариноване в суміші спецій та в'уялене у спеціальних умовах. Нічого зайвого, шикарний смак, аромат та консистенція. Можна вживати як самостійний продукт та як закуску</p>",https://static.wixstatic.com/media/145cef_a9c1b91444364bca8ea3a23f65f58eea~mv2.jpg/v1/fit/w_1080%2Ch_1080%2Cq_90/file.jpg,826,826,Natole store,2f2c996d-2ba4-984a-2b86-0cd43ae1699c,true,new,,,1.00 kg,1.00 kg,,
f2d86611-f587-2daa-8ec4-9477d690edc5,https://www.natole.store/product-page/%D1%81%D0%B2%D0%B8%D0%BD%D0%B8%D0%BD%D0%B0?utm_source=google%26utm_medium%3Dwix_google_channel%26utm_campaign%3Dfreelistings&utm_source=google&utm_medium=wix_google_feed&utm_campaign=freelistings,"Джерки - Свинина 0,5",instock,"<p>Свині сушені чіпси – це смачна натуральна закуска до пива, виготовлена зі свинини  з додаванням натуральних спецій.</p>",https://static.wixstatic.com/media/145cef_a40e59dfc9df4e5d889fc4276378e206~mv2.jpg/v1/fit/w_1080%2Ch_1080%2Cq_90/file.jpg,454,454,Natole store,f2d86611-f587-2daa-8ec4-9477d690edc5,true,new,,,500.00 g,1.00 kg,,0.5 kg
1821a85b-4d31-5adb-617b-72a614ad2f85,https://www.natole.store/product-page/%D1%81%D0%B2%D0%B8%D0%BD%D0%B8%D0%BD%D0%B0-%D1%87%D0%B8%D0%BB%D1%96-50%D0%B3?utm_source=google%26utm_medium%3Dwix_google_channel%26utm_campaign%3Dfreelistings&utm_source=google&utm_medium=wix_google_feed&utm_campaign=freelistings,Свинина Чилі 50г,instock,"<p>Добірне м'ясо свинини, нарізане однаковою товщиною, замариноване в суміші спецій з додаванням перцю ""Чилі"" та висушене у спеціальних умовах. Нічого зайвого, шикарний смак, аромат та консистенція. Можна вживати як самостійний продукт та як закуску</p>",https://static.wixstatic.com/media/145cef_25352906909f42658a70278153bdeeb5~mv2.jpg/v1/fit/w_1080%2Ch_1080%2Cq_90/file.jpg,52,52,Natole store,1821a85b-4d31-5adb-617b-72a614ad2f85,true,new,,,50.00 g,1.00 kg,,
73c0d7c9-d8c7-998e-85ad-c5edd3e9477b,https://www.natole.store/product-page/%D1%81%D1%83%D0%B4%D0%B6%D1%83%D0%BA-50%D0%B3?utm_source=google%26utm_medium%3Dwix_google_channel%26utm_campaign%3Dfreelistings&utm_source=google&utm_medium=wix_google_feed&utm_campaign=freelistings,Суджук 50г,instock,"<p>Суджук – це м'ясний делікатес, традиційний для кулінарної культури у багатьох країнах Азії, Кавказу та Європи. Зазвичай його подають як закуску на стіл у складі м'ясних тарілок, або їдять із хлібом та лавашем. У деяких країнах його також їдять у складі гарячих страв: додають у страви з яєць, у випічку, обсмажують на грилі та в олії. Рецептів приготування суджука дуже багато, причому використовуються практично будь-які сорти м'яса</p>",https://static.wixstatic.com/media/145cef_9ce700879eb7417e9a957137aa5f425c~mv2.jpg/v1/fit/w_1080%2Ch_1080%2Cq_90/file.jpg,34,34,Natole store,73c0d7c9-d8c7-998e-85ad-c5edd3e9477b,true,new,,,50.00 g,1.00 kg,,
1cfd6b87-2f7e-e592-30b1-e677c39498b4,https://www.natole.store/product-page/%D1%84%D1%96%D0%BB%D0%B5-%D0%BA%D1%83%D1%80%D1%8F%D1%87%D0%B5-%D0%BF%D0%BE-%D0%B3%D1%80%D0%B5%D1%86%D1%8C%D0%BA%D0%B8?utm_source=google%26utm_medium%3Dwix_google_channel%26utm_campaign%3Dfreelistings&utm_source=google&utm_medium=wix_google_feed&utm_campaign=freelistings,Філе куряче по-грецьки,instock,"<p>Головна фішка тут — соус цацики, а також маринад, в якому курку маринують.</p>",https://static.wixstatic.com/media/145cef_64439beb79814334bd52cb7ac185791d~mv2.jpg/v1/fit/w_1080%2Ch_1080%2Cq_90/file.jpg,390,390,Natole store,1cfd6b87-2f7e-e592-30b1-e677c39498b4,true,new,,,500.00 g,1.00 kg,,
1dfffe30-5333-b420-5716-8c103a80f927,https://www.natole.store/product-page/%D1%84%D1%96%D0%BB%D0%B5-%D0%BA%D1%83%D1%80%D1%8F%D1%87%D0%B5-%D0%BF%D0%BE-%D0%B3%D1%80%D0%B5%D1%86%D1%8C%D0%BA%D0%B8-100%D0%B3?utm_source=google%26utm_medium%3Dwix_google_channel%26utm_campaign%3Dfreelistings&utm_source=google&utm_medium=wix_google_feed&utm_campaign=freelistings,Філе куряче по-грецьки 100г,instock,,https://static.wixstatic.com/media/145cef_b0658b15f5fc477684a1345979ed831a~mv2.jpg/v1/fit/w_1080%2Ch_1080%2Cq_90/file.jpg,78,78,Natole store,1dfffe30-5333-b420-5716-8c103a80f927,true,new,,,100.00 g,1.00 kg,,
32b08bfb-f0ad-d172-aedd-a69ec218011c,https://www.natole.store/product-page/%D1%85%D0%B0%D0%BC%D0%BE%D0%BD-%D1%81-%D0%B2?utm_source=google%26utm_medium%3Dwix_google_channel%26utm_campaign%3Dfreelistings&utm_source=google&utm_medium=wix_google_feed&utm_campaign=freelistings,Хамон (с.в.),instock,"<p>Іспанський національний делікатес, сиров'ялене свиняче стегно.</p>",https://static.wixstatic.com/media/145cef_b4ece710de284553b1fc0171e4f96899~mv2.jpg/v1/fit/w_1080%2Ch_1080%2Cq_90/file.jpg,296,296,Natole store,32b08bfb-f0ad-d172-aedd-a69ec218011c,true,new,,,500.00 g,1.00 kg,,
d4361c32-005d-e989-afa9-0b2594f1279e,https://www.natole.store/product-page/%D1%85%D0%BE-%D0%BA%D1%83%D1%80%D0%BA%D0%B0?utm_source=google%26utm_medium%3Dwix_google_channel%26utm_campaign%3Dfreelistings&utm_source=google&utm_medium=wix_google_feed&utm_campaign=freelistings,ХО Курка,instock,<p>Чипси курячі 50 г Бащинский DRY CHICKEN HOT гострі</p>,https://static.wixstatic.com/media/145cef_18c82e270756405893bd54ceb9a38bb1~mv2.jpg/v1/fit/w_1080%2Ch_1080%2Cq_90/file.jpg,73,73,Natole store,d4361c32-005d-e989-afa9-0b2594f1279e,true,new,,,50.00 g,1.00 kg,,
71cd8462-90b4-0610-18dc-212f38c59f8d,https://www.natole.store/product-page/%D1%87%D0%BE%D1%80%D1%96%D0%B7%D0%BE-%D0%BA%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%BD%D1%81%D1%8C%D0%BA%D0%B0?utm_source=google%26utm_medium%3Dwix_google_channel%26utm_campaign%3Dfreelistings&utm_source=google&utm_medium=wix_google_feed&utm_campaign=freelistings,Чорізо (Каталонська),instock,<p>Пікантні курячі ковбаски</p><p>Поєднання каталонського перцю та копченої паприки робить їх смак незабутнім !</p><p>А мініатюрний формат дозволяє іх їсти не розрізаючи на дрібні шматочки</p>,https://static.wixstatic.com/media/145cef_1de4d0fd87864f3cb2f24c0bc87da8d8~mv2.jpg/v1/fit/w_1080%2Ch_1080%2Cq_90/file.jpg,368,368,Natole store,71cd8462-90b4-0610-18dc-212f38c59f8d,true,new,,,500.00 g,1.00 kg,,
fcceda87-d1d0-0398-ad4e-bb362d2a4245,https://www.natole.store/product-page/%D1%8F%D0%BB%D0%BE%D0%B2%D0%B8%D1%87%D0%B8%D0%BD%D0%B0?utm_source=google%26utm_medium%3Dwix_google_channel%26utm_campaign%3Dfreelistings&utm_source=google&utm_medium=wix_google_feed&utm_campaign=freelistings,"Джерки - Яловичина 0,5",instock,"<p>Сушені чіпси з Яловичини– це смачна натуральна закуска до пива, виготовлена з філе яловичини з додаванням натуральних спецій.</p>",https://static.wixstatic.com/media/145cef_516c6376c21243dd8b1f32dec7d58b26~mv2.jpg/v1/fit/w_1080%2Ch_1080%2Cq_90/file.jpg,452,452,Natole store,fcceda87-d1d0-0398-ad4e-bb362d2a4245,true,new,,,500.00 g,1.00 kg,,0.5 kg
92c3ac66-eb9f-b856-a35a-844d3b834707,https://www.natole.store/product-page/%D1%8F%D0%BB%D0%BE%D0%B2%D0%B8%D1%87%D0%B8%D0%BD%D0%B0-%D1%82%D0%B5%D1%80%D1%96%D1%8F%D0%BA%D1%96-50%D0%B3?utm_source=google%26utm_medium%3Dwix_google_channel%26utm_campaign%3Dfreelistings&utm_source=google&utm_medium=wix_google_feed&utm_campaign=freelistings,Яловичина Теріякі 50г,instock,"<p>Добірне м'ясо яловичини, нарізане однаковою товщиною, замариноване в соєвому соусі, суміші спецій та висушене у спеціальних умовах. Нічого зайвого, шикарний смак, аромат та консистенція. Можна вживати як самостійний продукт та як закуску</p>",https://static.wixstatic.com/media/145cef_94e7071498244bae87a9812f949d4aa1~mv2.jpg/v1/fit/w_1080%2Ch_1080%2Cq_90/file.jpg,51,51,Natole store,92c3ac66-eb9f-b856-a35a-844d3b834707,true,new,,,50.00 g,1.00 kg,,
118a59c0-a9db-7e7d-83ee-d5f9ffd551eb,https://www.natole.store/product-page/%D1%96%D0%BA%D1%80%D0%B0-%D0%BF%D0%BB%D0%BE%D1%82%D0%B2%D0%B8-%D0%B2%D0%B0%D0%BA%D1%83%D1%83%D0%BC?utm_source=google%26utm_medium%3Dwix_google_channel%26utm_campaign%3Dfreelistings&utm_source=google&utm_medium=wix_google_feed&utm_campaign=freelistings,"Ікра судака (вакуум) 0,5 кг",instock,"<p>Має приємний рибний смак, багата білком та риб'ячими жирами. Зручна у використанні. Практична у зберіганні. Дієтологи вважають ікру найціннішим харчовим продуктом. У ній міститься більше 30% білка, який засвоюється людиною набагато краще, ніж білки, що містяться в м'ясі та молочних продуктах. Крім того, до її складу входять вітаміни A, D і Е, фолієва кислота, кальцій, фосфор та йод, які дуже корисні.</p>",https://static.wixstatic.com/media/145cef_c4efc0d5abd7482187008abf4aeb20dc~mv2.jpg/v1/fit/w_1080%2Ch_1080%2Cq_90/file.jpg,566,566,Natole store,118a59c0-a9db-7e7d-83ee-d5f9ffd551eb,true,new,,,1.00 kg,1.00 kg,,
0b46bcc0-da19-0fc0-cd57-6384dcb471ad,https://www.natole.store/product-page/%D1%96%D0%BA%D1%80%D0%B0-%D1%81%D1%83%D0%B4%D0%B0%D0%BA%D0%B0-%D1%81%D1%83%D1%88%D0%B5%D0%BD%D0%B0-%D1%8F%D1%81%D1%82%D0%B8%D0%BA?utm_source=google%26utm_medium%3Dwix_google_channel%26utm_campaign%3Dfreelistings&utm_source=google&utm_medium=wix_google_feed&utm_campaign=freelistings,Ікра судака сушена (ястик),instock,,https://static.wixstatic.com/media/145cef_31fb33e7e93c4a01992d776e8d0c139f~mv2.jpg/v1/fit/w_1080%2Ch_1080%2Cq_90/file.jpg,715,715,Natole store,0b46bcc0-da19-0fc0-cd57-6384dcb471ad,true,new,,,,,,
d38991db-d174-a924-b4ba-cc02a1af2d63,https://www.natole.store/product-page/%D0%BA%D1%83%D1%80%D0%BA%D0%B0-%D0%BF%D0%BE-%D0%B4%D1%96%D0%B6%D0%BE%D0%BD%D1%81%D1%8C%D0%BA%D1%96?utm_source=google%26utm_medium%3Dwix_google_channel%26utm_campaign%3Dfreelistings&utm_source=google&utm_medium=wix_google_feed&utm_campaign=freelistings,Джерки Курячі по-Діжонські 0.5,instock,"<p>Курячі чипси з додаванням Діжонської гірчиці– це смачна натуральна закуска до пива, виготовлена з куриного філе з додаванням натуральних спецій.</p>",https://static.wixstatic.com/media/145cef_6f1acc3a3b9546a3bd2af0154931e4eb~mv2.jpg/v1/fit/w_1080%2Ch_1080%2Cq_90/file.jpg,368,368,Natole store,d38991db-d174-a924-b4ba-cc02a1af2d63,true,new,,,500.00 g,1.00 kg,,0.5 kg
88214e33-3095-be6a-404c-f7c9a98c44fd,https://www.natole.store/product-page/%D1%96%D0%BA%D1%80%D0%B0-%D1%82%D1%80%D1%96%D1%81%D0%BA%D0%B8?utm_source=google%26utm_medium%3Dwix_google_channel%26utm_campaign%3Dfreelistings&utm_source=google&utm_medium=wix_google_feed&utm_campaign=freelistings,Ікра тріски МS 500 грам,instock,"<p>Ікра тріски це джерело білка, йоду, поліненасичених кислот. Ікра тріски багата вітамінами А, D, C, PP, групи В, містить кальцій, калій, цинк, фосфор, йод, залізо та інші корисні речовини. Практично не містить вуглеводів, а багата білками, поліненасиченими жирними кислотами Омега-3, антиоксидантами. Ікра тріски засвоюється організмом людини майже повністю. Ікра тарані-це справжній делікатес, що часто використовується в кулінарії. Вона солиться, пресується, потім твердіє, після чого виходять маленькі брусочки, що вживаються в їжу або додаються в інші страви. Ікра тріски це дуже поживний продукт, причому як у зав'яленому, так і у свіжому вигляді</p>",https://static.wixstatic.com/media/145cef_66e4a2ac03aa47d18fc6e0b1a1858cc5~mv2.jpg/v1/fit/w_1080%2Ch_1080%2Cq_90/file.jpg,507,507,Natole store,88214e33-3095-be6a-404c-f7c9a98c44fd,true,new,,,1.00 kg,1.00 kg,,
794354f2-032f-fe14-5880-187a4f478902,https://www.natole.store/product-page/%D0%BA%D0%BE%D1%81%D0%B0-%D0%BA%D0%BE%D0%BF%D1%87%D0%B5%D0%BD%D0%B0-%D1%81%D0%B8%D1%80%D0%BE%D1%97%D0%B6%D0%BA%D0%B0-100%D0%B3?utm_source=google%26utm_medium%3Dwix_google_channel%26utm_campaign%3Dfreelistings&utm_source=google&utm_medium=wix_google_feed&utm_campaign=freelistings,"Коса копчена ""Сироїжка"" 100г",instock,<p>Термін придатності: 90 днів при 0 …+8 °С</p>,https://static.wixstatic.com/media/145cef_6093e0e4ab8d45778b6f427790de879c~mv2.jpg/v1/fit/w_1080%2Ch_1080%2Cq_90/file.jpg,34,34,Natole store,794354f2-032f-fe14-5880-187a4f478902,true,new,,,100.00 g,1.00 kg,,
46f629ee-fe30-55ab-4017-3aa62e21b4a9,https://www.natole.store/product-page/%D0%BA%D0%BE%D1%81%D0%B0-%D1%81%D1%83%D0%BB%D1%83%D0%B3%D1%83%D0%BD%D1%96-%D1%81%D0%B8%D1%80%D0%BE%D1%97%D0%B6%D0%BA%D0%B0-100%D0%B3?utm_source=google%26utm_medium%3Dwix_google_channel%26utm_campaign%3Dfreelistings&utm_source=google&utm_medium=wix_google_feed&utm_campaign=freelistings,"Коса сулугуні ""Сироїжка"" 100г",instock,<p>Термін придатності: 90 днів при 0 …+8 °С</p>,https://static.wixstatic.com/media/145cef_575f4d1a5046443483a0340da5cbbbf5~mv2.jpg/v1/fit/w_1080%2Ch_1080%2Cq_90/file.jpg,34,34,Natole store,46f629ee-fe30-55ab-4017-3aa62e21b4a9,true,new,,,100.00 g,1.00 kg,,
48a8f9cf-415f-8410-5860-ca82249114f2,https://www.natole.store/product-page/%D0%BF%D1%80%D0%BE%D0%B4%D1%83%D0%BA%D1%82-%D1%81%D0%B8%D1%80%D0%BD%D0%B8%D0%B9-%D0%BC%D0%BE%D1%86%D0%B0%D1%80%D0%B5%D1%82%D1%82%D0%B0?utm_source=google%26utm_medium%3Dwix_google_channel%26utm_campaign%3Dfreelistings&utm_source=google&utm_medium=wix_google_feed&utm_campaign=freelistings,"Продукт сирний ""Моцаретта"" брус 2 кг.",instock,"<p>Паста-філата (Pasta Fillatta) – це група традиційних південно-італійських сирів, які стають тягучими при нагріванні і утворюють довгі сирні нитки. Один з найпопулярніших видів сирів паста-філата – моцарелла для піци (більш тверда моцарелла без розсолу).</p><p>Переваги «Моцаретта» ТМ Тульчинка:</p><p>улюблений смак сиру моцарелла для піци</p><p>при нагріванні гарно плавиться, утворюючи довгі сирні нитки, не розтікається і не горить</p><p>ідеальна для приготування піци, гарячих бутербродів та гарячих страв з сиром</p><p></p><p></p>",https://static.wixstatic.com/media/145cef_695a6e7f8f1f468cb2b38a9656ab310e~mv2.jpg/v1/fit/w_1080%2Ch_1080%2Cq_90/file.jpg,429,429,Natole store,48a8f9cf-415f-8410-5860-ca82249114f2,true,new,,,1.00 kg,1.00 kg,,2.0 kg
ae4b237c-cb67-32ee-93d9-f3e0e63138ed,https://www.natole.store/product-page/%D1%81%D0%B8%D1%80-%D0%BC%D0%B0%D0%B0%D0%B7%D0%B4%D0%B0%D0%BC?utm_source=google%26utm_medium%3Dwix_google_channel%26utm_campaign%3Dfreelistings&utm_source=google&utm_medium=wix_google_feed&utm_campaign=freelistings,"Сир Мааздам , ваговий",instock,"<p>-УВАГА-</p><p>Продукт ваговий , перед оплатою проконсультуйтесь з менеджером</p><p></p><p>«Мааздам» має м'яку та пластичну консистенцію жовтого кольору, ніжний, солодкаво-горіховий смак, завдяки бактериям, які додаються під час його виробництва.  Сир має жовту шкірку, покриту воском.  Серцевина сиру має дірки — 10-13 мм, утворені під час дозрівання.</p>",https://static.wixstatic.com/media/145cef_e30d34e373934569baafd1bb72b3612c~mv2.jpg/v1/fit/w_1080%2Ch_1080%2Cq_90/file.jpg,410,410,Natole store,ae4b237c-cb67-32ee-93d9-f3e0e63138ed,true,new,,,1.00 kg,1.00 kg,,
baf4c764-f13d-53ab-55f3-0b420ec8f623,https://www.natole.store/product-page/%D1%81%D0%B8%D1%80-%D1%81%D1%83%D0%BB%D1%83%D0%B3%D1%83%D0%BD%D1%96-%D0%BA%D0%BE%D1%81%D0%B0?utm_source=google%26utm_medium%3Dwix_google_channel%26utm_campaign%3Dfreelistings&utm_source=google&utm_medium=wix_google_feed&utm_campaign=freelistings,Сир Сулугуні коса,instock,"<p>Копчений сир коса є традиційною стравою вірменської кухні.  Зовні він є волокнистим сиром, за консистенцією чимось нагадує сулугуні.  Роблять його, зазвичай, вручну.  Сир-коса - це чудова закуска, яка подобається і дорослим, і дітям.</p>",https://static.wixstatic.com/media/145cef_3f81148ba40a44788204ecd7ae5319da~mv2.jpg/v1/fit/w_1080%2Ch_1080%2Cq_90/file.jpg,323,323,Natole store,baf4c764-f13d-53ab-55f3-0b420ec8f623,true,new,,,1.00 kg,1.00 kg,,
a64a6ead-8a13-e0ec-1e5b-f8d31243ffee,https://www.natole.store/product-page/%D1%81%D0%B8%D1%80%D0%BE%D1%97%D0%B6%D0%BA%D0%B0-%D1%82%D1%80%D0%B0%D0%B2%D0%B8-%D0%BF%D1%80%D0%BE%D0%B2%D0%B0%D0%BD%D1%81-100%D0%B3?utm_source=google%26utm_medium%3Dwix_google_channel%26utm_campaign%3Dfreelistings&utm_source=google&utm_medium=wix_google_feed&utm_campaign=freelistings,"Сироїжка ""Трави Прованс"" 100г",instock,,https://static.wixstatic.com/media/145cef_eed1056707314ab59d5182c3770d613a~mv2.jpg/v1/fit/w_1080%2Ch_1080%2Cq_90/file.jpg,34,34,Natole store,a64a6ead-8a13-e0ec-1e5b-f8d31243ffee,true,new,,,,,,
36bc80c8-fbaa-cb83-b0cc-b84d777a90f5,https://www.natole.store/product-page/%D1%81%D0%B8%D1%80%D0%BE%D1%97%D0%B6%D0%BA%D0%B0-%D0%BA%D0%BE%D0%BF%D1%87%D0%B5%D0%BD%D0%B0-100%D0%B3?utm_source=google%26utm_medium%3Dwix_google_channel%26utm_campaign%3Dfreelistings&utm_source=google&utm_medium=wix_google_feed&utm_campaign=freelistings,Сироїжка копчена 100г,instock,,https://static.wixstatic.com/media/145cef_66e416a75d7547ab9759c5db169ab18b~mv2.jpg/v1/fit/w_1080%2Ch_1080%2Cq_90/file.jpg,34,34,Natole store,36bc80c8-fbaa-cb83-b0cc-b84d777a90f5,true,new,,,,,,
317bcc50-6076-fd3b-6f8d-1f01243fed6f,https://www.natole.store/product-page/%D1%81%D0%B8%D1%80%D0%BE%D1%97%D0%B6%D0%BA%D0%B0-%D0%BC%D0%BE%D0%BB%D0%BE%D1%87%D0%BD%D0%B0-100%D0%B3?utm_source=google%26utm_medium%3Dwix_google_channel%26utm_campaign%3Dfreelistings&utm_source=google&utm_medium=wix_google_feed&utm_campaign=freelistings,Сироїжка молочна 100г,instock,,https://static.wixstatic.com/media/145cef_83d8f5b2881b4acaacc514e39e32336d~mv2.jpg/v1/fit/w_1080%2Ch_1080%2Cq_90/file.jpg,34,34,Natole store,317bcc50-6076-fd3b-6f8d-1f01243fed6f,true,new,,,,,,
5c3dccc1-2ea3-4f1b-f71d-46b6b016cd28,https://www.natole.store/product-page/%D1%81%D1%83%D0%BB%D1%83%D0%B3%D1%83%D0%BD%D1%96-premium-%D0%BF%D0%B0%D0%BB%D0%B8%D1%87%D0%BA%D0%B0-%D0%BC%D0%BE%D0%BB%D0%BE%D1%87%D0%BD%D0%B0-100%D0%B3?utm_source=google%26utm_medium%3Dwix_google_channel%26utm_campaign%3Dfreelistings&utm_source=google&utm_medium=wix_google_feed&utm_campaign=freelistings,Сулугуні  Паличка молочна 100г,instock,,https://static.wixstatic.com/media/145cef_ea270d5c07064ee5a99f2d3e279285d6~mv2.jpg/v1/fit/w_1080%2Ch_1080%2Cq_90/file.jpg,39,39,Natole store,5c3dccc1-2ea3-4f1b-f71d-46b6b016cd28,true,new,,,,,,
8ccc0ef3-6cb7-5963-177b-4c748cdf05ba,https://www.natole.store/product-page/%D1%81%D1%83%D0%BB%D1%83%D0%B3%D1%83%D0%BD%D1%96-premium-%D1%80%D1%83%D0%B1%D0%BB%D0%B5%D0%BD%D1%96-%D0%B1%D0%B5%D0%BA%D0%BE%D0%BD-100%D0%B3?utm_source=google%26utm_medium%3Dwix_google_channel%26utm_campaign%3Dfreelistings&utm_source=google&utm_medium=wix_google_feed&utm_campaign=freelistings,"Сулугуні Premium рублені ""Бекон"" 100г",instock,,https://static.wixstatic.com/media/145cef_5b89d796161542b9b9f11caf96d707de~mv2.jpg/v1/fit/w_1080%2Ch_1080%2Cq_90/file.jpg,42,42,Natole store,8ccc0ef3-6cb7-5963-177b-4c748cdf05ba,true,new,,,,,,
20b1c9c1-d08b-2f71-2e91-0bc2ff4cb4b0,https://www.natole.store/product-page/%D1%81%D1%83%D0%BB%D1%83%D0%B3%D1%83%D0%BD%D1%96-premium-%D1%80%D1%83%D0%B1%D0%BB%D0%B5%D0%BD%D1%96-%D0%B7-%D0%B0%D0%B4%D0%B6%D0%B8%D0%BA%D0%BE%D1%8E-100%D0%B3?utm_source=google%26utm_medium%3Dwix_google_channel%26utm_campaign%3Dfreelistings&utm_source=google&utm_medium=wix_google_feed&utm_campaign=freelistings,"Сулугуні Premium рублені ""З аджикою"" 100г",instock,,https://static.wixstatic.com/media/145cef_f961f49e45b24399ae74af4084172883~mv2.jpg/v1/fit/w_1080%2Ch_1080%2Cq_90/file.jpg,42,42,Natole store,20b1c9c1-d08b-2f71-2e91-0bc2ff4cb4b0,true,new,,,,,,
7321d9ea-5009-586f-b0da-1025139394e6,https://www.natole.store/product-page/%D1%81%D1%83%D0%BB%D1%83%D0%B3%D1%83%D0%BD%D1%96-premium-%D1%80%D1%83%D0%B1%D0%BB%D0%B5%D0%BD%D1%96-%D1%96%D0%B7-%D0%B7%D0%B5%D0%BB%D0%B5%D0%BD%D1%8E-100%D0%B3?utm_source=google%26utm_medium%3Dwix_google_channel%26utm_campaign%3Dfreelistings&utm_source=google&utm_medium=wix_google_feed&utm_campaign=freelistings,"Сулугуні Premium рублені ""Із зеленю"" 100г",instock,,https://static.wixstatic.com/media/145cef_b5990879cc03465cbcc7acae5bb95631~mv2.jpg/v1/fit/w_1080%2Ch_1080%2Cq_90/file.jpg,42,42,Natole store,7321d9ea-5009-586f-b0da-1025139394e6,true,new,,,,,,
59373d90-5047-439b-81c4-aeb14203f1f0,https://www.natole.store/product-page/%D1%81%D1%83%D0%BB%D1%83%D0%B3%D1%83%D0%BD%D1%96-%D1%84%D0%B0%D1%81%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D0%B9?utm_source=google%26utm_medium%3Dwix_google_channel%26utm_campaign%3Dfreelistings&utm_source=google&utm_medium=wix_google_feed&utm_campaign=freelistings,Сулугуні Фасований,instock,"<p>Сир сулугуні (палички). Має чистий кисломолочний, в міру солоний смак та шарувату консистенцію.  Сулугуні відмінно підходить для овочевих салатів, а ще його можна подавати як оригінальну закуску.</p>",https://static.wixstatic.com/media/145cef_90c6eeea5e374c51822fe55090af93a2~mv2.jpg/v1/fit/w_1080%2Ch_1080%2Cq_90/file.jpg,323,323,Natole store,59373d90-5047-439b-81c4-aeb14203f1f0,true,new,,,1.00 kg,1.00 kg,,
60d5bfe3-2013-e615-e7ef-93f5398617f1,https://www.natole.store/product-page/%D0%BA%D1%80%D1%96%D1%81%D0%BF%D0%B5%D1%80%D1%81%D0%B8-%D0%BC%D1%96%D0%BA%D1%81?utm_source=google%26utm_medium%3Dwix_google_channel%26utm_campaign%3Dfreelistings&utm_source=google&utm_medium=wix_google_feed&utm_campaign=freelistings,Крісперси мікс,instock,<p>Крісперси - це смажений арахіс у хрусткій картопляній оболонці</p><p>Особлива технологія виготовлення дозволяє рівномірно покрити цільний арахіс оболонкою та підкреслити його смак.</p>,https://static.wixstatic.com/media/145cef_dcfebf6fe33041c7bca1bfeb82ffa9cd~mv2.jpg/v1/fit/w_1080%2Ch_1080%2Cq_90/file.jpg,181,181,Natole store,60d5bfe3-2013-e615-e7ef-93f5398617f1,true,new,,,1.00 kg,1.00 kg,,
d103611d-cdab-b49b-19f2-acb715fed442,https://www.natole.store/product-page/%D0%BC%D1%96%D0%B4%D1%96%D1%97-%D0%B2%D0%B0%D1%80%D0%B5%D0%BD%D0%BE-%D0%BC%D0%BE%D1%80%D0%BE%D0%B6%D0%B5%D0%BD%D1%96-100-200?utm_source=google%26utm_medium%3Dwix_google_channel%26utm_campaign%3Dfreelistings&utm_source=google&utm_medium=wix_google_feed&utm_campaign=freelistings,Мідії варено-морожені 100-200 ( тільки по місту Дніпро),instock,,https://static.wixstatic.com/media/145cef_2bbf52617efc47e38dff259f67791edb~mv2.jpg/v1/fit/w_1080%2Ch_1080%2Cq_90/file.jpg,267,267,Natole store,d103611d-cdab-b49b-19f2-acb715fed442,true,new,,,,,,
